projection method,n_components,variance threshhold,k,nubmber of stimators,distance method,sampeling method,accuracy,precision,recall,f1_score,trainigtime
random,90,0.99,3,22,cosine,smote,0.6730769230769231,0.7919658119658121,0.6730769230769231,0.6911760326394472,0.045
random,93,0.9382030142234025,3,22,euclidean,stratified,0.8269230769230769,0.8212085072550189,0.8269230769230769,0.813452248234857,0.013
random,94,0.99,3,21,manhattan,bootstrap,0.8717948717948718,0.8740985576923077,0.8717948717948718,0.862682771773681,0.012
pca,93,0.99,3,20,euclidean,oob,0.8333333333333334,0.8277777777777777,0.8333333333333334,0.8290598290598289,0.02
pca,94,0.99,3,22,cosine,bootstrap,0.8589743589743589,0.8557263432374939,0.8589743589743589,0.8566644562334218,0.02
random,94,0.99,3,20,cosine,stratified,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.8330984348342111,0.008
random,94,0.99,4,21,cosine,oob,0.8397435897435898,0.8341385886840431,0.8397435897435898,0.834846005058771,0.025
random,94,0.99,3,23,euclidean,oob,0.8333333333333334,0.8378561736770692,0.8333333333333334,0.8140120967741935,0.019
pca,93,0.9,4,20,cosine,bootstrap,0.8141025641025641,0.8221669995044971,0.8141025641025641,0.8172403502176263,0.017
random,95,0.99,3,22,cosine,stratified,0.8397435897435898,0.8397768643570169,0.8397435897435898,0.8249724688957099,0.022
random,95,0.99,3,20,manhattan,oob,0.8333333333333334,0.8301775147928995,0.8333333333333334,0.8191899710703954,0.002
pca,97,0.99,4,24,cosine,bootstrap,0.8012820512820513,0.8136489678545754,0.8012820512820513,0.8057779324747651,0.026
random,94,0.99,3,21,manhattan,bootstrap,0.8269230769230769,0.8316239316239317,0.8269230769230769,0.8053753475440222,0.016
pca,94,0.99,3,21,manhattan,oob,0.8141025641025641,0.8133903133903134,0.8141025641025641,0.7909587066213573,0.04
random,93,0.99,4,21,euclidean,oob,0.8205128205128205,0.8129960685409094,0.8205128205128205,0.814108282440129,0.028
pca,93,0.99,3,20,manhattan,bootstrap,0.8269230769230769,0.8268036311514573,0.8269230769230769,0.808284023668639,0.036
random,95,0.99,3,21,manhattan,bootstrap,0.8012820512820513,0.7907339988256019,0.8012820512820513,0.7829658614306803,0.028
random,93,0.99,3,22,manhattan,bootstrap,0.8653846153846154,0.8681176704432517,0.8653846153846154,0.8549073041826665,0.028
random,93,0.99,3,21,manhattan,bootstrap,0.8461538461538461,0.8500874125874126,0.8461538461538461,0.8308033429984649,0.027
random,94,0.9,3,21,euclidean,bootstrap,0.8653846153846154,0.8630372208436725,0.8653846153846154,0.8583402039583617,0.011
pca,94,0.9,3,23,manhattan,bootstrap,0.8333333333333334,0.8266129032258064,0.8333333333333334,0.8255734726322962,0.042
random,93,0.9,3,21,euclidean,oob,0.7948717948717948,0.7822485207100592,0.7948717948717948,0.7774645797789481,0.031
pca,94,0.99,3,21,euclidean,bootstrap,0.8397435897435898,0.8366206443129519,0.8397435897435898,0.837816504483171,0.052
pca,94,0.99,3,21,manhattan,bootstrap,0.8461538461538461,0.8500874125874126,0.8461538461538461,0.8308033429984649,0.044
random,133,0.9419660517522153,7,13,euclidean,bootstrap,0.7948717948717948,0.791898922333705,0.7948717948717948,0.7636141636141636,0.013
pca,93,0.99,3,22,euclidean,bootstrap,0.8333333333333334,0.8277777777777777,0.8333333333333334,0.8290598290598289,0.05
random,67,0.9822922105280394,5,29,euclidean,bootstrap,0.8141025641025641,0.8133903133903134,0.8141025641025641,0.7909587066213573,0.047
random,93,0.99,3,21,manhattan,bootstrap,0.8076923076923077,0.7974358974358975,0.8076923076923077,0.7964743589743589,0.025
random,97,0.9765830095967309,8,13,euclidean,oob,0.8205128205128205,0.8128004807692307,0.8205128205128205,0.8077558804831533,0.028
random,94,0.9838006608925287,3,21,euclidean,bootstrap,0.8397435897435898,0.8397768643570169,0.8397435897435898,0.8249724688957099,0.03
random,126,0.9609700599728863,7,27,manhattan,bootstrap,0.8076923076923077,0.806447963800905,0.8076923076923077,0.7820347394540943,0.072
random,70,0.9106515933717423,8,27,manhattan,stratified,0.7692307692307693,0.749562937062937,0.7692307692307693,0.7462050144976974,0.028
random,128,0.9272087405711645,5,19,euclidean,stratified,0.8076923076923077,0.8024736457572279,0.8076923076923077,0.7853985732009925,0.026
random,52,0.9710884525868355,7,20,euclidean,oob,0.8141025641025641,0.8188037471556487,0.8141025641025641,0.7875735393859618,0.017
random,101,0.9023509834315727,7,20,euclidean,bootstrap,0.8012820512820513,0.7951566951566952,0.8012820512820513,0.7765420656986921,0.017
random,60,0.9578535846241134,7,10,manhattan,stratified,0.7756410256410257,0.7580387551379918,0.7756410256410257,0.7549614564539937,0.01
random,94,0.99,3,21,manhattan,bootstrap,0.8076923076923077,0.7998251748251749,0.8076923076923077,0.7885041787480811,0.015
pca,93,0.9383771720834078,3,21,euclidean,bootstrap,0.8589743589743589,0.8557263432374939,0.8589743589743589,0.8566644562334218,0.008
random,124,0.9482968258432942,6,29,manhattan,bootstrap,0.7628205128205128,0.755220641427538,0.7628205128205128,0.7076508397263114,0.03
random,77,0.9589398731785064,9,24,euclidean,stratified,0.8141025641025641,0.8263778117777272,0.8141025641025641,0.7839021700480802,0.023
random,93,0.9596506892280053,3,22,manhattan,stratified,0.8397435897435898,0.8368448949844298,0.8397435897435898,0.8272706002174601,0.014
random,69,0.9697527286306754,8,19,manhattan,stratified,0.7948717948717948,0.7876131221719458,0.7948717948717948,0.7675037220843672,0.006
random,148,0.989248378320712,9,18,euclidean,oob,0.7756410256410257,0.7630945017741464,0.7756410256410257,0.7391922741959588,0.013
random,71,0.9756783197081538,5,28,manhattan,bootstrap,0.8076923076923077,0.806447963800905,0.8076923076923077,0.7820347394540943,0.026
random,66,0.9156866713198266,7,10,euclidean,stratified,0.7884615384615384,0.7742993440667859,0.7884615384615384,0.7719971922870473,0.026
random,94,0.9100363178326683,3,23,euclidean,oob,0.8012820512820513,0.7951566951566952,0.8012820512820513,0.7765420656986921,0.024
random,94,0.99,3,21,manhattan,bootstrap,0.8717948717948718
random,65,0.9052275250951379,9,21,euclidean,stratified,0.7884615384615384,0.790671031096563,0.7884615384615384,0.749559418909264,0.028
random,146,0.9191105199610449,7,10,manhattan,oob,0.7884615384615384,0.7752030578117536,0.7884615384615384,0.765680473372781,0.016
random,93,0.9550667605250142,4,20,euclidean,stratified,0.8269230769230769,0.8282726740228284,0.8269230769230769,0.8275599497677757,0.01
random,128,0.946281099457225,5,19,euclidean,stratified,0.7948717948717948,0.7876131221719458,0.7948717948717948,0.7675037220843672,0.014
random,56,0.9869068829767104,3,13,manhattan,oob,0.8076923076923077,0.8024736457572279,0.8076923076923077,0.7853985732009925,0.016
random,94,0.9445659219100143,5,23,manhattan,stratified,0.8333333333333334,0.8526570048309179,0.8333333333333334,0.807936507936508,0.024
random,81,0.9492039251408951,9,23,euclidean,bootstrap,0.782051282051282,0.7760989010989011,0.782051282051282,0.744355562981683,0.028
random,139,0.9829686811520805,9,28,euclidean,bootstrap,0.7884615384615384,0.7752030578117536,0.7884615384615384,0.765680473372781,0.027
random,88,0.9745863758236737,4,16,euclidean,stratified,0.7948717948717948,0.7981081418581419,0.7948717948717948,0.7963493596339861,0.012
random,130,0.9888198242940466,4,12,euclidean,stratified,0.8141025641025641,0.8221669995044971,0.8141025641025641,0.8172403502176263,0.024
random,97,0.9459602427463032,3,22,euclidean,stratified,0.8269230769230769,0.8199314939743937,0.8269230769230769,0.8157460562930728,0.021
random,97,0.9,10,21,cosine,stratified,0.7628205128205128,0.7849767681982447,0.7628205128205128,0.6938954581540133,0.029
random,94,0.9815797174402169,3,23,euclidean,bootstrap,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8167036215816703,0.007
random,91,0.9,3,24,cosine,stratified,0.8141025641025641,0.8133903133903134,0.8141025641025641,0.7909587066213573,0.012
random,95,0.9,3,22,cosine,smote,0.6858974358974359,0.813989361026826,0.6858974358974359,0.7029765528589058,0.014
random,125,0.9086754759063799,4,23,manhattan,bootstrap,0.8205128205128205,0.8158924037603787,0.8205128205128205,0.8175729442970822,0.011
random,131,0.9495391696335286,4,14,manhattan,bootstrap,0.8141025641025641,0.8186879186879187,0.8141025641025641,0.816068376068376,0.004
random,98,0.9133846845889294,3,22,euclidean,bootstrap,0.8269230769230769,0.8199314939743937,0.8269230769230769,0.8157460562930728,0.004
random,93,0.9763052187061367,4,23,euclidean,stratified,0.8076923076923077,0.8076923076923077,0.8076923076923077,0.8076923076923077,0.002
random,92,0.9048264001683963,4,24,cosine,stratified,0.8397435897435898,0.8351211586505705,0.8397435897435898,0.8363916737361623,0.003
random,94,0.9596213985944095,5,25,manhattan,stratified,0.8076923076923077,0.7998251748251749,0.8076923076923077,0.7885041787480811,0.02
random,92,0.9,5,23,cosine,stratified,0.8141025641025641,0.8188037471556487,0.8141025641025641,0.7875735393859618,0.019
pca,93,0.9,4,24,cosine,bootstrap,0.8012820512820513,0.8136489678545754,0.8012820512820513,0.8057779324747651,0.045
random,95,0.99,3,23,euclidean,stratified,0.8333333333333334,0.8301775147928995,0.8333333333333334,0.8191899710703954,0.011
random,94,0.99,3,24,euclidean,stratified,0.8461538461538461,0.8434495192307693,0.8461538461538461,0.8352193261284171,0.01
pca,95,0.99,3,25,euclidean,bootstrap,0.8397435897435898,0.8351211586505705,0.8397435897435898,0.8363916737361623,0.01
random,96,0.9,3,25,euclidean,stratified,0.8205128205128205,0.8142011834319527,0.8205128205128205,0.8052815073065797,0.02
pca,93,0.99,3,25,euclidean,stratified,0.8333333333333334,0.8277777777777777,0.8333333333333334,0.8290598290598289,0.027
random,92,0.9,4,25,euclidean,stratified,0.8076923076923077,0.8107517482517482,0.8076923076923077,0.809077524656862,0.009
random,93,0.99,3,25,euclidean,oob,0.8141025641025641,0.8055721195256079,0.8141025641025641,0.7996338962522538,0.055
random,93,0.99,5,18,euclidean,stratified,0.7884615384615384,0.7769230769230769,0.7884615384615384,0.7621254247760272,0.059
pca,94,0.99,3,24,euclidean,stratified,0.8525641025641025,0.847870311506675,0.8525641025641025,0.8480583246540693,0.037
pca,98,0.99,4,24,euclidean,stratified,0.8141025641025641,0.8221669995044971,0.8141025641025641,0.8172403502176263,0.02
random,94,0.99,3,24,manhattan,stratified,0.8205128205128205,0.8142011834319527,0.8205128205128205,0.8052815073065797,0.041
pca,95,0.99,4,24,euclidean,stratified,0.7948717948717948,0.8054665242165243,0.7948717948717948,0.798937398937399,0.044
random,93,0.99,3,24,euclidean,stratified,0.8205128205128205,0.8165792540792541,0.8205128205128205,0.8026039001648758,0.016
